component,dataset,dataset_name,source,n_complete_small_regular,small_class_n,regular_class_n,assignment_variable,reading_small_mean,reading_regular_mean,reading_difference,reading_ci95_low,reading_ci95_high,math_small_mean,math_regular_mean,math_difference,math_ci95_low,math_ci95_high,standard_error_model,interpretation,data_sha256,status
intervention_contrast,project_star,Project STAR kindergarten class-size dataset,https://vincentarelbundock.github.io/Rdatasets/csv/AER/STAR.csv,3743,1738,2005,stark,440.5517836593786,434.73266832917705,5.819115330201555,3.7770139025240757,7.861216757879035,491.39010356731876,483.31022443890276,8.079879128415996,4.961540439494107,11.198217817337884,ordinary individual-level Welch standard error; no school/classroom clustering adjustment,"unadjusted small-versus-regular kindergarten contrast; illustrative intervention-component check, not a full cluster-aware causal estimand analysis",0e8b179ea3d883730b25008ca1293c4c8f886aa8d5d299c03ab6ff05d0123ae6,real_calculated_external_component
