dataset,dataset_name,source,n_samples,n_features,positive_class_count,negative_class_count,n_folds,model,acceptance_rule,raw_accuracy_mean_over_folds,accepted_reference_accuracy_over_accepted,accepted_coverage,pending_fraction,accepted_true_reference,accepted_false_reference,accepted_total,pending_total,data_sha256,brier_score,ece_10bin,aurc_confidence,risk_at_50pct_coverage,risk_at_80pct_coverage
wdbc,Wisconsin Diagnostic Breast Cancer,https://archive.ics.uci.edu/ml/machine-learning-databases/breast-cancer-wisconsin/wdbc.data,569,30,212,357,5,"training-fold-standardized shrinkage LDA, shrinkage=0.10",accepted if p<= 0.02 or p>= 0.98; otherwise pending,0.9525817622162371,0.9932735426008968,0.7838312829525483,0.21616871704745166,443,3,446,123,d606af411f3e5be8a317a5a8b652b425aaf0ff38ca683d5327ffff94c3695f4a,0.03243282000337065,0.013306736523496277,0.005699948954383136,0.0035087719298245615,0.008771929824561403
ionosphere,Johns Hopkins Ionosphere,https://archive.ics.uci.edu/ml/machine-learning-databases/ionosphere/ionosphere.data,351,34,225,126,5,"training-fold-standardized shrinkage LDA, shrinkage=0.10",accepted if p<= 0.02 or p>= 0.98; otherwise pending,0.8775050301810865,0.9635416666666666,0.5470085470085471,0.452991452991453,185,7,192,159,46d52186b84e20be52918adb93e8fb9926b34795ff7504c24350ae0616a04bbd,0.09838189477958661,0.05672381057767423,0.05083294790596203,0.03409090909090909,0.0711743772241993
sonar,Connectionist Bench Sonar,https://archive.ics.uci.edu/ml/machine-learning-databases/undocumented/connectionist-bench/sonar/sonar.all-data,208,60,111,97,5,"training-fold-standardized shrinkage LDA, shrinkage=0.10",accepted if p<= 0.02 or p>= 0.98; otherwise pending,0.7683818167085323,0.8958333333333334,0.23076923076923078,0.7692307692307693,43,5,48,160,e90434cdbf00fcf93ffa911fe447ae25606979658e60f1d32e155c3b5240234d,0.16793374495256932,0.08825839246875,0.12593972864598307,0.11538461538461539,0.17964071856287425
cleveland,Cleveland Heart Disease,https://archive.ics.uci.edu/ml/machine-learning-databases/heart-disease/processed.cleveland.data,297,13,137,160,5,"training-fold-standardized shrinkage LDA, shrinkage=0.10",accepted if p<= 0.02 or p>= 0.98; otherwise pending,0.8483050847457626,0.9863013698630136,0.24579124579124578,0.7542087542087542,72,1,73,224,a74b7efa387bc9d108d7d0115d831fe9b414b29ae7124f331b622b4efa0427c8,0.11889060209573217,0.050555560042165465,0.0632081925627205,0.08053691275167785,0.10504201680672269
haberman,Haberman Survival,https://archive.ics.uci.edu/ml/machine-learning-databases/haberman/haberman.data,306,3,81,225,5,"training-fold-standardized shrinkage LDA, shrinkage=0.10",accepted if p<= 0.02 or p>= 0.98; otherwise pending,0.7518773135906928,0.0,0.0,1.0,0,0,0,306,b4b7a32586a5668f9f4d6dc8be9d1bc8cd4822523affb1f6b5bfc350681ef3e2,0.1811154344494995,0.030762022468358616,0.20836958441595857,0.16339869281045752,0.2163265306122449
