dataset,source,n_samples,treated_n,psid_comparison_n,outcome,treated_mean_re78,psid_comparison_mean_re78,difference_in_means_re78,standard_error_difference,ci95_low,ci95_high,treated_positive_transition_fraction_re78_gt_re75,psid_comparison_positive_transition_fraction_re78_gt_re75,positive_transition_fraction_difference,interpretation,data_sha256
Lalonde/MatchIt NSW treated versus PSID comparison dataset,https://vincentarelbundock.github.io/Rdatasets/csv/MatchIt/lalonde.csv,614,185,429,real earnings in 1978 (re78),6349.143530270271,6984.169742307692,-635.0262120374209,677.1953724329144,-1962.3291420059331,692.2767179310913,0.6702702702702703,0.662004662004662,0.008265608265608293,descriptive treated-versus-PSID comparison; not an unadjusted causal estimate,a49703ca0233ba0a27fa9cda959a38a07f6825def0f7743cf2380ce4e57dd3ef
